jobTitle,company,location,description,remote
React Native Developer (4800 USD/Mes) [Remote],Listopro a Revelo Company,"Santiago, Santiago Metropolitan Region, Chile","About The Position  We are looking for a skilled and experienced React Native Developer with a minimum of 5 years of practical expertise to join us. In this role, you will be a key contributor to our mobile application development team, collaborating with cross-functional groups to design, develop, and enhance React Native applications. Your proficiency in frontend development, particularly with React, will be crucial in delivering solutions that meet the highest standards of performance and user experience. As we operate in an AWS environment, your experience with cloud-based architectures is a great plus for optimizing and scaling our applications.  Requirements  None  Benefits  Vacaciones / Flexibilidad de Trabajo  Trabajo Remoto: Globalmente remoto  6953-5-20102024  ",True
Backend Developer - Golang (Contractor - Remoto LATAM) (3100 USD/Mes) [Remote],Listopro a Revelo Company,"Santiago, Santiago Metropolitan Region, Chile","About The Position  We are a dynamic tech team committed to creating, developing, and implementing microservices improvements tailored to meet the needs of our clients. As a Backend Developer, you will play a key role in shaping the future of our software solutions. If you're passionate about backend development, enjoy working collaboratively, and are excited about building scalable, maintainable, and secure applications, we want to hear from you!  Responsibilities:  Software Development: Create, test, and maintain applications and services using Golang. Code Optimization: Improve the performance of existing software by refactoring code as needed. Software Architecture: Design the architecture for new applications or services, ensuring scalability, maintainability, and security. API Integration: Connect different services and components through RESTful APIs, gRPC, or other protocols. Automated Testing: Write and maintain unit and integration tests to ensure software quality. Documentation: Keep code, architecture, and system feature documentation up-to-date. Code Reviews: Participate in code reviews to maintain a high level of quality and share knowledge with the team. Interdisciplinary Collaboration: Work collaboratively with other developers, designers, and business team members to achieve project goals. Security: Implement security best practices to safeguard information and system resources.   Requirements  Bachelor's degree in Computer Science, Engineering, or a related field. Proven 2-4 years of experience as a Backend Developer with expertise in Golang. Experience with Java or Python (desirable)Strong understanding of software architecture principles. Experience with RESTful APIs, gRPC, and other integration protocols. Proficient in writing automated tests. Excellent collaboration and communication skills. Familiarity with code review processes. Knowledge of security best practices in software development. If you are a seasoned Backend Developer looking to make a significant impact and contribute to cutting-edge projects, we invite you to apply. Join us in creating innovative solutions that meet and exceed the expectations of our clients.   ** In Mexico the hiring is by payroll and in other countries it's a contract for professional services**  Benefits  Beneficios Extras + Educación  Stocks (Plan ESOP) (todo LATAM)Reembolso 2 de 3: Salud, Internet y telefonía (100 USD) (países de LATAM excepto MX)  Beneficios salariales  Prima vacacional del 25% (MX)Esquema 100% vía nómina (MX)Vales de despensa $2,900 (MX)Aguinaldo 30 días (MX)Pago por Deel (países de LATAM excepto MX)  Vacaciones / Flexibilidad de Trabajo  Vacaciones de ley + 3 días personales (MX)Día libre de cumpleaños (todo LATAM)5 días la última semana del año (todo LATAM)12 días al año + 10 días personales (incluidos feriados) (países de LATAM excepto MX)  7612-3-20102024  ",True
Frontend Engineer (Embedded Systems - UX),Lumenalta (formerly Clevertech),Chile,"Lumenalta is dedicated to driving innovation and excellence in software solutions across diverse industries. We leverage state-of-the-art technologies to build products that seamlessly integrate into complex systems, making an impact on industries such as automotive, manufacturing, and logistics. We are seeking a talented Frontend Engineer with experience in creating intuitive user experiences (UX) for embedded systems. If you have a strong background in Next.js/React.js and a passion for developing applications that interface with embedded systems, we want to hear from you!  Role Overview:As a Frontend Engineer focusing on UX for embedded systems, you will design and develop interactive interfaces that communicate seamlessly with hardware and firmware components. You will work closely with backend and hardware engineers to create performant, reliable applications that offer a superior user experience. This role will particularly emphasise building and optimizing web-based UIs for embedded systems in the automotive industry, including dashboards, control panels, and other real-time applications. Key Responsibilities:Frontend Development: Develop and maintain web-based user interfaces using Next.js and React.js that interact with embedded systems and hardware components.UX Optimization: Design and implement intuitive and responsive UIs with a focus on user experience, particularly for automotive and other embedded system applications.Integration with Embedded Systems: Work closely with hardware engineers to ensure smooth integration between frontend applications and embedded system APIs or communication protocols.Performance Tuning: Optimize UI components and overall application performance for environments with limited computing resources.Cross-functional collaboration: Collaborate with software, hardware, and firmware teams to define requirements, troubleshoot issues, and deliver high-quality solutions.Testing & Debugging: Implement comprehensive testing strategies to ensure reliability and stability of frontend applications on various devices and platforms.UI/UX Best Practices: Stay up-to-date with industry best practices in UI/UX design and apply them to create seamless, modern interfaces for complex systems. Required Qualifications:5+ years of experience in frontend development using Next.js and React.js.Demonstrated experience working on applications that interface with embedded systems or hardware devices.Strong understanding of HTML, CSS, and JavaScript best practices, along with modern frontend tools and libraries.Experience with RESTful APIs, WebSockets, or other communication protocols used in embedded systems.Familiarity with UI design principles and ability to collaborate with design teams to create visually appealing and user-friendly interfaces.Experience in the automotive industry or similar industries that require the development of embedded user interfaces is highly desirable.Ability to understand hardware and firmware specifications and how they impact frontend application development.Strong problem-solving skills, attention to detail, and ability to work in a fast-paced environment. Preferred Skills:Experience with Next.js for building scalable and maintainable codebases.Familiarity with GraphQL or other advanced API frameworks.Understanding of CAN bus or other automotive communication protocols.Experience with UI testing frameworks like Cypress, Selenium, or similar tools.Knowledge of IoT protocols (MQTT, CoAP) and embedded device communication.",True
Data Engineer - BigQuery/GCP- Tech Lead,Lumenalta (formerly Clevertech),Chile,"Role Overview:As a Data Engineer, you will design, develop, and optimize data pipelines and infrastructure on GCP to enable advanced analytics and reporting solutions. You will work closely with business stakeholders to deliver robust, scalable solutions that support business intelligence and machine learning initiatives. This hands-on role requires a deep understanding of BigQuery, data engineering best practices, and the ability to translate business requirements into technical solutions. If you are passionate about working with big data and cloud technologies, we would love to hear from you! Key Responsibilities:Data Pipeline Development: Design and build ETL/ELT data pipelines using BigQuery and other GCP services to ingest, process, and transform large datasets from multiple sources.Data Modeling & Architecture: Develop and optimize data models and schemas to support analytics, reporting, and machine learning requirements.Performance Optimization: Implement best practices for performance tuning, partitioning, and clustering to optimize data queries and reduce costs in BigQuery.Data Integration & Transformation: Collaborate with data scientists and analysts to design data solutions that integrate seamlessly with BI tools, machine learning models, and third-party applications.Data Quality & Governance: Establish and enforce data quality standards, data governance frameworks, and security policies for data storage and access on GCP.Automation & Monitoring: Automate workflows using Cloud Composer, Cloud Functions, or other orchestration tools to ensure reliable and scalable data pipelines.Documentation & Knowledge Sharing: Create comprehensive documentation for data pipelines, workflows, and processes. Share best practices and mentor junior data engineers.Required Qualifications:7+ years of experience working as a Data Engineer, with a focus on GCP and BigQuery.Strong proficiency in SQL and experience in developing complex queries, stored procedures, and views in BigQuery.Hands-on experience with GCP services such as Cloud Storage, Dataflow, Cloud Composer, and Cloud Functions.Deep understanding of data warehousing concepts, dimensional modeling, and building data marts.Experience with ETL/ELT tools like Apache Beam, Dataflow, or dbt.Familiarity with scripting languages like Bash, Python or JavaScript for automation and integration.Proven track record managing teams and projectsProven ability to work with large datasets and cost-effectively optimize query performance.Excellent communication and interpersonal skills, with the ability to collaborate effectively with cross-functional teams.GCP Professional Data Engineer Certification is a plus.Preferred Skills:Experience with machine learning on GCP using Vertex AI or AI Platform.Knowledge of data governance and security best practices in a cloud environment.Experience working with real-time streaming data and tools like Pub/Sub or Kafka.",True
Gerente de Ventas Falabella Iquique,Falabella,"Iquique, Tarapacá Region, Chile","Descripción Empresa  Somos Falabella Retail  Nos gusta innovar, trabajamos desde donde queremos estar, respetamos y valoramos la diversidad, incluimos a todas las personas y derribamos barreras porque acá las diferencias suman.  Disfrutamos y lo pasamos bien trabajando en equipo, aceptando las diferencias por nuestra identidad de género, orientación sexual, creencias religiosas, discapacidad, edad o nacionalidad, compartimos experiencias entre negocios, vibramos con los desafíos del mundo físico y digital.  Somos más de 100 mil personas en 9 países distintos que cada día trabajamos como un equipo por simplificar y disfrutar más la vida.  Funciones Del Cargo  Si te apasiona el Retail, eres motivado y tienes ganas de aprender con los mejores, ¡¡ésta es tu oportunidad para formar parte de un gran equipo y trabajar con nosotros! Buscamos atraer y desarrollar a personal con potencial y que quieran desarrollarse dentro de nuestras tiendas. Queremos desarrollar tu pasión por el cliente y tu capacidad para brindar un servicio excepcional.  OBJETIVO  Gestionar que las ventas de las líneas a su cargo, en cuanto a márgenes, ambiente de servicio al cliente, clima laboral y reducción de pérdidas, se encuentren dentro de los parámetros y en función de las metas definidas para cada área de gestión.  Gestionar el servicio a clientes internos y externos asegurando que éste corresponda al nivel requerido por los estándares de Falabella, a fin de que el ciclo de venta se cierre satisfactoriamente para el cliente, con la entrega del producto en las condiciones y tiempos  comprometidos.  Funciones   Analizar ventas diariamente. Gestionar acciones correctivas con el fin de aumentar el volumen de venta. Gestionar stocks de mercaderías, para disponer de las cantidades de productos adecuadas en el momento oportuno, y lograr de esta forma la satisfacción de las necesidades de la venta tanto presencial como de omnicanal. Orientar y motivar al personal que dirige; analizar información sobre clima laboral y desarrollar acciones para mantenerlo en los niveles deseados. Revisar diariamente la asistencia de la dotación de Jefes de Ventas de la tienda. Evaluar el desempeño de los Jefes de Ventas asignados, semestralmente. Revisar situaciones no resueltas con clientes, gestionar solución en los tiempos establecidos. Coordinar y dirigir reuniones diarias con el personal, para reforzar conocimientos, entregar nuevas instrucciones y resolver dudas o consultas. 6. Capacitar al personal a cargo y controlar que sus estándares de atención sean los definidos por Falabella Retail.  Requisitos  Titulo Ingeniería Comercial / Civil, Adm. de Empresas o carrera afínExperiencia Retail al menos 5 añosExperiencia liderando equipos comerciales al menos 3 añosManejo excel intermedioPertenecer al Banco de Talentos (interno)  Beneficios  Condiciones oferta:  ¿Qué te ofrecemos?  ¡¡Un gran ambiente laboral, atractivos beneficios y después de 1 año y si cuentas con una positiva evaluación de desempeño, la posibilidad de postular a otros cargos y asumir nuevos desafíos!!  Descripción Proceso De Selección  El proceso de selección se realiza a través de AIRA - plataforma de reclutamiento diseñado para mejorar tu experiencia de postulación.  Para Postular Solo Necesitas   Postular a la oferta Revisar tu mail Ingresar a AIRA y contestar las preguntas y/o pruebas solicitadas  Luego, si vemos que tu perfil se ajusta a lo que estamos buscando, te contactaremos por mail (a través de AIRA) para seguir a la etapa presencial.",False
Sr Data Engineer (6200 USD/Mes) [Remote],Listopro a Revelo Company,"Santiago, Santiago Metropolitan Region, Chile","About The Position  Our Client  Our client is a technology company that's bringing people together to drive down high prescription drug prices for everyone. Their platform is a smart and simple free app that lets you see through the confusing world of prescription pricing and zero in on the lowest available price, whether you have insurance or not.  Why our client is hiring for this position/mission  We’re looking for an experienced Data Engineer to join our remote team. You need to be a strong problem solver who can act with very little oversight and deliver high quality solutions. We work in a very challenging business domain, the US HealthCare space. An important part of the role  will be learning this domain and then applying that knowledge to solve complex problems. The scope of this role is very broad and you will be expected to have an opinion on the approach to data architecture for the entire company  Team  You will be part of a team of ~5 people, and will be reporting to the Manager.  Responsibilities:  The main responsibilities include (but are definitely not limited to):  Design, build and operationalize large enterprise data solutions using the AWS stack including: S3, Redshift and Kinesis;Design and build production data pipelines from ingestion to consumption within a big data architecture, using Kinesis, Apache Airflow, Python - Pandas, Golang;Strategize and implement pricing algorithms which have a direct impact on our bottom line;Responding to ad hoc data analysis requests from the business;Keep our data safe. We are very serious about our customers' personal medical information  Requirements  5+ years of software engineering and/or working with Data SolutionsArchitecting data solutions with complex data sets in the cloudProficient with cloud data warehousing (Redshift, snowflake etc), Object storage, a relevant data-centric programming language (we use Python - Pandas)Know the difference between simple and easyExcellent communication skills  Timezone   Working in any US time zone  Recruitment Process  Cultural fit- 30 minFirst tech assessment with Managr (online coding- 1 hour)Final Interview- 45 min  Please notice that changes can happen. Steps could be added/skipped depending on the candidate's performance/team's availability.  Requirements  None  Benefits  Vacaciones / Flexibilidad de Trabajo  Trabajo Remoto: Globalmente remoto  7594-2-20102024  ",True
Data Engineer - Snowflake - Tech Lead,Lumenalta (formerly Clevertech),Chile,"Experience Remote done Right. With over 20 years of remote experience, our 500+ team members are 100% remote, and we continue to cultivate vibrant relationships and provide exceptional opportunities for career growth while working with stellar clients on ambitious projects. What we're working on:Enterprise companies turn to us to help them launch innovative digital products that interact with hundreds of millions of customers, transactions, and data points. The challenges we solve daily are real and require creativity, grit, and determination. We are building a culture that challenges norms while fostering experimentation and personal growth. To grasp the scale of the problems we face, ideally, you have some exposure to Logistics, FinTech, Transportation, Insurance, Media, or other complex multifactor industries. Requirements10+ years experience in a senior data engineering role using Python; ideally, you have delivered business-critical software to large enterprisesYou are comfortable manipulating large data sets and handling raw SQLExperience using technologies such as Snowflake, AWS, and ETL pipelines is essential.Have extensive experience with data warehousing and working with scalability of large volumes of structured dataFinancial Services industry experience preferredProven track record managing teams and projectsEnglish fluency, verbal and writtenPersonality traits: Professional, problem solver, proactive, passionate, team player.  Why Lumenalta is an amazing place to work atAt Lumenalta, you can expect that you will:Be 100% dedicated to one project at a time so that you can innovate and grow.Be a part of a team of talented and friendly senior-level developers.Work on projects that allow you to use leading tech. The result? We produce meaningful outcomes for our clients that break barriers in their industries. The job is 100% Remote; please ensure you have a comfortable office set at your desired work location. Lumenalta is committed to hiring exceptional talent from a wide variety of diverse backgrounds. If you share our values and enthusiasm for digital transformation, we encourage you to apply",True
Sr PHP Engineer (7000 USD/Mes) [Remote],Listopro a Revelo Company,"Santiago, Santiago Metropolitan Region, Chile","About The Position  What you’ll get to do…  As part of the Managed WooCommerce team at this company, you’ll work closely with teammates on the engineering and product teams to build fast, secure, and maintainable code in PHP using modern MVC and composability approaches. Our customers are business owners or eCommerce store operators, so it is important to build reliable, iteratable, intuitive experiences that get out of their way, make managing their store fun and approachable, and help them grow their business. You will be responsible for translating product requirements into detailed engineering specs and collaboratively writing code with an engineering team to implement them, along with reviewing your teammates’ work, and constantly improving how we work.  While most of your time will be spent writing quality code and reviewing the code that your teammates write, you will also have the opportunity to mentor & learn from others, improve internal documentation & processes, build enhancements to our test / QA automations, and contribute to open source projects.  A typical day includes...  Building features and fixes based on detailed product requirements. Reviewing your teammates’ code for readability, maintainability, and security. Performing user testing on your own code and providing code reviews to teammates. Participating in the full development lifecycle from research and planning engineering. implementations to QA and deployment. Adding to our internal wiki/documentation. Assisting our care team with troubleshooting challenging issues. Collaborating with other engineering teams across the company on shared projects.   Requirements  Your experience should include...  Deep competency in Laravel or other MVC based frameworks and philosophiesDemonstrated experience managing, optimizing and architecting composable, well tested, and event driven architectures at scaleThe ability to translate technical descriptions into detailed engineering implementation tasksProven passion for constant improvement, learning, sharing your knowledge, and building meaningful relationships as a member of a highly efficient, fast paced teamBeing a self-starter, able to work in a remote environment without constant supervisionExcited to work in a team-oriented environment with an emphasis on growing and helping one another  You might also have…  Experience with Node, AWS services like EventBridge, React or other front-end frameworks. Experience designing and developing APIs with REST and GraphQL. Experience with Go or other compiled languages. Experience with eCommerce (like WordPress / WooCommerce, Shopify, or others). Experience with integrating third-party APIs, especially with payments and shipping providers.   Benefits  Vacaciones / Flexibilidad de Trabajo  Trabajo Remoto: Globalmente remoto  5465-20102024  ",True
Software Development Engineer in Test (SDET) (4400 USD/Mes) [Remote],Listopro a Revelo Company,"Santiago, Santiago Metropolitan Region, Chile","About The Position  A USA-based company is building a world-class sales enablement product that uses visual immersion to drive behavior change. We are hiring a Software Development Engineer (SDET) who can drive automated quality enablement in an exciting, high-growth SaaS company.  About You  Strong commitment to qualityConsistently deliver on timeEmbrace automation and the “testing pyramid”Diagnose problems efficiently and effectivelyTeam player who is open to sharing knowledge and learning from othersAction-oriented, open to feedback, and quality-mindedExcellent written and verbal communication skills  Key Responsibilities:  Test AutomationDevelop and maintain automated test scripts and test suites to validate the functionality, usability, and performance of our sales enablement platform. Test Framework DevelopmentCreate and enhance test frameworks, libraries, and tools to facilitate the efficient testing of our software, tailored to the specific needs of the hospitality industry. Test Planning and StrategyCollaborate with cross-functional teams to define test plans, strategies, and test cases for various features and modules, ensuring comprehensive coverage. Continuous IntegrationIntegrate automated tests into our CI/CD pipeline, automating the testing process to catch defects early and ensure a seamless release cycle. Performance TestingConduct performance, load, and scalability testing to assess the platform's ability to meet the demands of the hospitality industry. Defect Identification and ReportingIdentify, report, and track defects, working closely with the development team to ensure timely resolution. Test DocumentationCreate clear and concise test documentation, including test plans, test cases, and test reports. Test MaintenanceKeep test suites up-to-date, adapting them to evolving software features and requirements. Code ReviewsParticipate in code reviews, offering insights into testability and ensuring that testing best practices are followed.   Qualifications  Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent practical experience). Proven experience in software testing and test automation within a SaaS environment. Proficiency in programming languages such as Python, Java, or JavaScript. Experience with test automation tools and frameworks (e.g., Selenium, Appium, JUnit, TestNG). Knowledge of continuous integration and continuous delivery (CI/CD) pipelines. Strong problem-solving and debugging skills. Excellent communication and teamwork abilities. Familiarity with the hospitality industry and its unique challenges is a plus. Relevant certifications in software testing or quality assurance are a bonus.   If you're a passionate SDET with a commitment to quality and are ready to contribute to the success of a dynamic SaaS company serving the hospitality industry, we encourage you to apply for this exciting opportunity.  Requirements  None  Benefits  Vacaciones / Flexibilidad de Trabajo  Trabajo Remoto: Globalmente remoto  6865-5-20102024  ",True
Data Engineer - Snowflake - Mid Level,Lumenalta (formerly Clevertech),Chile,"Experience Remote done Right. With over 20 years of remote experience, our 500+ team members are 100% remote, and we continue to cultivate vibrant relationships and provide exceptional opportunities for career growth while working with stellar clients on ambitious projects. What we're working on:Enterprise companies turn to us to help them launch innovative digital products that interact with hundreds of millions of customers, transactions, and data points. The challenges we solve daily are real and require creativity, grit, and determination. We are building a culture that challenges norms while fostering experimentation and personal growth. To grasp the scale of the problems we face, ideally, you have some exposure to Logistics, FinTech, Transportation, Insurance, Media, or other complex multifactor industries. Requirements3+ years experience in a senior developer role using Python; ideally, you have delivered business-critical software to large enterprisesYou are comfortable manipulating large data sets and handling raw SQLExperience using technologies such as Snowflake, AWS, and ETL pipelines is essential.Have extensive experience with data warehousing and working with scalability of large volumes of structured dataFinancial Services industry experience preferredEnglish fluency, verbal and writtenPersonality traits: Professional, problem solver, proactive, passionate, team player. Why Lumenalta is an amazing place to work atAt Lumenalta, you can expect that you will:Be 100% dedicated to one project at a time so that you can innovate and grow.Be a part of a team of talented and friendly senior-level developers.Work on projects that allow you to use leading tech. The result? We produce meaningful outcomes for our clients that break barriers in their industries. The job is 100% Remote; please ensure you have a comfortable office set at your desired work location. Lumenalta is committed to hiring exceptional talent from a wide variety of diverse backgrounds. If you share our values and enthusiasm for digital transformation, we encourage you to apply",True
Senior AEM Architect (4160 USD/Mes) [Remote],Listopro a Revelo Company,"Santiago, Santiago Metropolitan Region, Chile","About The Position  Senior AEM Architect   Our Client  BIMM is a Toronto-based agency that lives at the intersection of data, technology, and creativity to provide clients with high-performing campaigns and digital products that shape connected customer experiences. We’ve helped our clients implement fully integrated CRM customer journeys, built robust digital experiences, and created national loyalty programs with decades of experience in sectors of automotive, financial, telco and retail. Wearecreative realists, which means our ideas and solutions are grounded in the realities of our clients’ business. We believe big ideas are nothing without big results (and flawless execution); high-performing agencies deliver high-performing campaigns, products, and experiences; and the best solutions happen when we collaborate with clients as partners. Our Technology department is a 30+ person distributed team of Developers, QA, and Architects delivering amazing digital products on a leading-edge technology stack.  They recently ranked on the 2023 Financial Times “500 Fastest Growing Companies in the Americas” list.  Find out more about our work, capabilities and culture at www.bimm.com.  Why our client is hiring for this position/mission   Project in which they are redoing the client's engineering, digitizing and modernizing the infrastructure focused on mobile.  Description  Lead the design and implementation of AEM solutions, ensuring alignment with business goals and technical requirements. Develop and maintain AEM architecture standards, best practices, and governance models. Collaborate with cross-functional teams to integrate AEM with other Adobe Marketing Cloud solutions and third-party systems. Provide technical leadership and guidance to junior team members. Conduct code reviews and ensure adherence to coding standards. Troubleshoot complex technical issues and provide solutions. Stayup-to-date with Adobe product releases, updates, and industry trends.   Requirements  At least 2 years working as AEM Architect / 8 years in the IT industry. Strong experience with Adobe Experience Manager (AEM), including architecture, development, and deployment. Strong understanding of AEM's core components, including Sites, Assets, and Forms. Experience with AEM's integration (focused on backend) with other Adobe Marketing Cloud solutions and third-party systems. Proficiency in Java, JavaScript, and SQL. Experience with agile development methodologies and version control systems (e.g., Git). Strongproblem-solving skills, with the ability to troubleshoot complex technical issues. Excellent communication and leadership skills  Nice to have  Experience with cloud-based deployments (e.g., AWS, Azure).  KnowledgeofDevOpspractices and tools (e.g., Jenkins, Docker). Certification in Adobe Experience Manager or related technologies. Experience with HTML, CSS.   Recruitment Process  Technical Interview  Cultural Interview  Requirements  None  Benefits  Vacaciones / Flexibilidad de Trabajo  Trabajo Remoto: Globalmente remoto  7627-20102024  ",True
Azure DevOps Engineer - Senior,Lumenalta (formerly Clevertech),Chile,"Experience Remote done Right. With over 20 years of remote experience, all 500+ staff are 100% remote. We grow vibrant relationships and provide exceptional opportunities for career growth while working with stellar clients on ambitious projects. About Us:We are a fully remote company with over 20 years of experience working remotely. Our team of 500+ staff works with stellar clients on ambitious projects, providing exceptional opportunities for career growth and vibrant relationships. We specialize in helping enterprise companies launch innovative digital products that interact with millions of customers, transactions, and data points. Our culture fosters experimentation and personal growth, challenging norms to solve real-world problems with creativity, grit, and determination. What We're Working On:We work with clients in complex, multifactor industries, including Logistics, FinTech, Transportation, Insurance, Media, and others. Our projects require a deep understanding of supply chain logistics and data management, and we are looking for a DevOps Data Engineer with experience in these areas. As part of our team, you will work on innovative solutions that involve moving and processing large amounts of data on Azure, deploying Kubernetes in a production environment, and using Terraform for infrastructure as code. Requirements:Senior-level experience of at least 7 years with Azure DevOpsExperience working with big data and migrating to AzureExperience with Power BI, PowerApps, and AzureExperience with ETL pipelines, Data Governance, Cosmos DB, and PostgreSQLNear Real-Time Data Ingestion experience will be advantageousExperience deploying Kubernetes in a production environmentExperience with CI/CD in Jenkins or CircleCIExperience with Azure Kubernetes Service, azure functions, or Event HubExpert knowledge of infrastructure-as-code using TerraformExperience with DevOps methodologies, tools, and practices, including CI/CD, Terraform, Kubernetes, and horizontal scalingExperience with requirement gathering and presentation to executivesAdvanced English fluency, verbal and writtenProfessional, empathetic, team playerProblem solver, proactive, go-getter Straight from the DevsWatch short snippets of actual developers (Real, not scripted) and share why they joined YouTube Playlist Why Lumenalta is an amazing place to work atAt Lumenalta, you can expect that you will:Be 100% dedicated to one project at a time so that you can innovate and grow.Be a part of a team of talented and friendly senior-level developers.Work on projects that allow you to use leading tech. The result? We produce meaningful outcomes for our clients that break barriers in their industries. The Job is 100% remote; please ensure you have a comfortable office setup at your desired work location.",True
Data Engineer - AWS (Contractor - LATAM) (3600 USD/Mes) [Remote],Listopro a Revelo Company,"Santiago, Santiago Metropolitan Region, Chile","About The Position  Design and implementation of ETL batch and Streaming processes under best practices. Design and build data structures and/or Apis that allow to explore the information required by all areas of the company and our customers. Translate business requirements into data models for implementation (dimensional models and datamarts). Development of SQL Queries for information analysis and exploration. Implement and drive continuous improvement and Data Governance strategies.   Requirements  At least 3 years of experience working with Database Managers such as: SQL Server, PostgreSQL, Redshift, Oracle or Snowflake. At least 3 years of experience in AWS. At least 2 years in Python, PySpark development. At least 2 years in ETL tools (Glue, dbt, dms, Pentaho, or IPC). At least 3 years of DWH and/or Data Lake experience. At least 1 years experience in streaming tools such as Kafka or AWS Kinesis. At least 1 years of experience in Lambdas development. At least 2 years of experience is DB NoSQL (MongoDB, DynamoDB, DocumentDB or Cassandra)  ** In Mexico the hiring is by payroll and in other countries it's a contract for professional services**  Benefits  Beneficios salariales  Vales de despensa $2,900 (MX)Pago por Deel (países de LATAM excepto MX)Esquema 100% vía nómina (MX)Aguinaldo 30 días (MX)Prima vacacional del 25% (MX)  Beneficios Extras + Educación  Reembolso 2 de 3: Salud, Internet y telefonía (100 USD) (países de LATAM excepto MX)Stocks (Plan ESOP) (todo LATAM)  Vacaciones / Flexibilidad de Trabajo  12 días al año + 10 días personales (incluidos feriados) (países de LATAM excepto MX)Día libre de cumpleaños (todo LATAM)5 días la última semana del año (todo LATAM)Vacaciones de ley + 3 días personales (MX)  7469-3-20102024  ",True
(SHORT-TERM) Full-stack Engineer-Python/React (5600 USD/Mes) [Remote],Listopro a Revelo Company,"Santiago, Santiago Metropolitan Region, Chile","About The Position  Position Overview:  We are seeking a highly skilled and experienced Full Stack Engineer with expertise in Python, React, and PostgreSQL. The ideal candidate will have a proven track record of at least 5 years in full-stack development, demonstrating proficiency in building scalable and efficient web applications.  Responsibilities:  Full Stack Development:  Design, develop, and maintain end-to-end solutions using Python and React. Collaborate with cross-functional teams to understand project requirements and deliver high-quality software.   Backend Development:  Utilize Python and associated frameworks to create robust backend systems. Work with databases, predominantly PostgreSQL, to ensure efficient data storage and retrieval.   Frontend Development:  Develop responsive and user-friendly interfaces using React. Implement and maintain a consistent user experience across various platforms.   Collaboration:  Collaborate with UI/UX designers and other developers to translate design concepts into functional code. Engage in code reviews and contribute to a collaborative coding environment.   Optimization and Scalability:  Identify opportunities for system optimization and performance improvements. Ensure the scalability and reliability of applications to accommodate future growth.   Qualifications:  Technical Skills:  Proven experience with Python, frameworks for backend development. Strong proficiency in React for frontend development. Extensive experience working with PostgreSQL databases.   Full Stack Experience:  Minimum 5 years of experience in full-stack development. Hands-on experience with both frontend and backend technologies.   Problem-Solving Abilities:  Strong analytical and problem-solving skills. Ability to troubleshoot and debug issues efficiently.   Collaboration and Communication:  Excellent communication skills, both written and verbal. Ability to work collaboratively in a team environment.   Continuous Learning:  Stay updated on industry trends and emerging technologies. Willingness to learn and adapt to new tools and frameworks.   Requirements  None  Benefits  Vacaciones / Flexibilidad de Trabajo  Trabajo Remoto: Globalmente remoto  6968-4-20102024  ",True
Full-stack Engineer (Python/React) (4066 USD/Mes) [Remote],Listopro a Revelo Company,"Santiago, Santiago Metropolitan Region, Chile",About The Position  Full-Stack Software Engineer (Python/React)  Company  JOB DESCRIPTION  Our client is a startup in the entertainment industry. They have an app where actors and crew can find opportunities and auditions.  Why our client is hiring for this position/mission  We're seeking a full stack Software Engineer to join our team on a full-time basis. We are looking for people who look at the world differently and can create innovative technology for our customers. You will have direct interaction with all levels of the company.  Requirements  Bachelor's Degree in Computer Science or Software Engineering2-4 years of experience working with:JavaScript ES6React (class-based and functional components)ReduxCSS / SASSPythonGitBuilding RESTful APIsSQL  Nice to have:  React Native experienceAnt DesignAWSLambdaAmplify (strongly preferred)Cognito (strongly preferred)Simple Queue ServiceServerlessNode.jsPostgreSQLGithub side projects  Timezone  PST alignment is required.  Process  90-min technical interview30-min cultural interview  Requirements  None  Benefits  Vacaciones / Flexibilidad de Trabajo  Trabajo Remoto: Globalmente remoto  7615-4-20102024  ,True
Ingeniero De Proyectos - Biobío - R,PAMIN - Passagem Mineração S/A,"Biobío Region, Chile","Accede a tu cuentaRegístrateAccede a tu cuentaRegístrate  La oferta de empleo que buscas ya no existe  Aún tenemos muchas oportunidades, revisa las ofertas relacionadas o haz una nueva búsqueda.  Ofertas relacionadas  Ingeniero De Proyectos Senior - Biobío - R  Empresa Confidencial  19-10-2024  Somos una empresa internacional de servicios de ingeniería y consultoría, que entrega soluciones integrales e innovadoras a clientes de múltiples mercados, ofreciéndoles nuestras...  P56 Ingeniero Quimico/ Talcahuano  CyD Ingeniería Ltda.  15-10-2024  Para licitación a desarrollarse en Talcahuano, Región del Bío Bío, CyD se encuentra en la búsqueda del siguiente profesional. Cargo: Ingeniero Químico: Ingeniero Químico, con...  P56 Ingeniero Especialidad Civil/ Talcahuano  CyD Ingeniería Ltda.  15-10-2024  Para licitación a desarrollarse en Talcahuano, Región del Bío Bío, CyD se encuentra en la búsqueda del siguiente profesional. Cargo: Ingeniero Especialidad Civil: Ingeniero...  © Copyright 1999 - 2024. Trabajando.com  Todos los derechos reservados",False
